Id,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
212,latin quarters,solid polyester womens regular dress - purple,"Size:S,M,L,XL","Rs
2399",1199,50% off,Westernwear-Women
213,zink london,solid regular fit cotton womens trousers - grey,"Size:Small,X-Large","Rs
1899",1139,40% off,Westernwear-Women
214,sera,womens regular fit solid tie up neck peplum top - red,"Size:Large,Small,X-Large","Rs
1198",359,70% off,Westernwear-Women
215,rare,solid comfort fit polyester womens casual wear trousers - brown,"Size:Large,Medium,Small,X-Large","Rs
1899",854,55% off,Westernwear-Women
216,life,printed round neck polyester womens regular top - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
217,madame,floral print polyster womens dress - royal blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2699",1619,40% off,Westernwear-Women
218,fratini,sanya malhotra  stripes v neck viscose moss womens dress - natural,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1899,40% off,Westernwear-Women
219,and,solid cotton collar neck womens top - rose,"Size:8,10,12,14,18","Rs
1799",899,50% off,Westernwear-Women
220,fratini,printed viscose v-neck womens regular top - black,"Size:Large,Medium,Small,XX-Large","Rs
899",449,50% off,Westernwear-Women
221,adidas,striped regular fit blended womens sports tights - black,Size:X-Small,"Rs
1799",899,50% off,Westernwear-Women
222,rare,checks cold shoulder polyester womens calf length jumpsuits - black,"Size:Large,Medium,Small,X-Large","Rs
2099",839,60% off,Westernwear-Women
223,zink london,floral viscose v neck womens dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2799",1679,40% off,Westernwear-Women
224,life,regular fit regular length cotton lycra womens jeans - black,"Size:26,28,30,32,34,36","Rs
1699",849,50% off,Westernwear-Women
225,allen solly,womens solid formal shirt - light blue,"Size:Large,Small,X-Large,XX-Large","Rs
1599",959,40% off,Westernwear-Women
226,allen solly,solid polyester cotton round neck womens formal wear shirt - black,"Size:Large,Medium,Small,X-Large","Rs
1599",959,40% off,Westernwear-Women
227,zink london,solid regular fit cotton womens joggers - blue,Size:X-Large,"Rs
1899",1139,40% off,Westernwear-Women
228,cover story,solid cotton spandex round neck womens t-shirt - pink,"Size:Large,Medium,X-Large,X-Small","Rs
990",693,30% off,Westernwear-Women
229,stop,solid regular neck cotton stretch womens formal shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
230,levis,tapered fit regular length cotton womens jeans - indigo,"Size:26,28,30,32,34",Nan,3799,50% off,Westernwear-Women
231,fratini,printed viscose collar neck womens a-line dress - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1599",799,50% off,Westernwear-Women
232,faballey,solid crepe square neck womens dress - red,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1900",1520,20% off,Westernwear-Women
233,rare,floral polyester v neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large","Rs
2099",944,55% off,Westernwear-Women
234,zink london,solid cotton collar neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",959,40% off,Westernwear-Women
235,fratini,embellished viscose blend round neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
236,stop,printed regular neck cotton womens formal shirt - sky blue,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
899",449,50% off,Westernwear-Women
237,zink london,floral viscose tie up neck� womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1799",1079,40% off,Westernwear-Women
238,stop,solid viscose round neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",399,50% off,Westernwear-Women
239,van heusen,solid polyester v neck womens top - red,"Size:Medium,Small,X-Large,X-Small","Rs
1699",999,41% off,Westernwear-Women
240,zink london,printed viscose blend square neck womens dress - mustard,"Size:Large,Medium,Small,X-Large","Rs
3199",1919,40% off,Westernwear-Women
241,life,printed cotton slub round neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
242,rare,printed georgette off shoulder womens blouson top - navy,"Size:Large,Medium,Small,X-Large","Rs
999",499,50% off,Westernwear-Women
243,zink london,floral polyester round neck womens straight top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1399",839,40% off,Westernwear-Women
244,life,checks cotton blend collar neck womens regular top - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
245,fratini,solid cotton round neck womens t-shirt - teal,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",399,50% off,Westernwear-Women
246,latin quarters,dyed v-neck cotton womens regular dress - maroon,"Size:S,M,L,XL,XX-Large","Rs
2499",1249,50% off,Westernwear-Women
247,life,regular fit regular length cotton lycra womens jeans - ice,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
248,life,solid cotton blend wide neck womens regular top - mid stone,"Size:Large,Medium,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
249,life,printed jersey round neck womens t-shirt - natural,"Size:Large,Medium,Small,X-Large,X-Small","Rs
599",299,50% off,Westernwear-Women
250,rare,solid polyester blend womens regular top - peach,"Size:Large,Medium,Small,X-Large","Rs
1499",674,55% off,Westernwear-Women
251,life,womens cotton lycra solid capri tights - black,"Size:28,30,32","Rs
799",399,50% off,Westernwear-Women
252,zink z,solid polyester off shoulder womens dress - pink,"Size:Large,Medium,Small,X-Large,X-Small",Nan,2299,50% off,Westernwear-Women
253,cover story,solid cotton round neck womens regular dress - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2890",1734,40% off,Westernwear-Women
254,fratini,regular fit regular length cotton blend womens jeans - mid stone,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
255,fratini,solid v-neck jersey womens t-shirt - red,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
599",299,50% off,Westernwear-Women
256,zink z,solid cotton hood womens dress - white,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1799,50% off,Westernwear-Women
257,life,skinny fit regular length cotton lycra womens jeans - mid stone,"Size:26,28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
258,rare,floral rayon round neck womens regular top - black,"Size:Large,Medium,Small,X-Large","Rs
1499",599,60% off,Westernwear-Women
259,infuse,floral v neck rayon womens dress - light blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Westernwear-Women
260,infuse,embroidered cotton round neck womens regular fit t-shirt - purple,"Size:Large,Medium,Small,X-Small","Rs
499",199,60% off,Westernwear-Women
261,kraus,mom fit ankle length cotton womens jeans - black,"Size:28,30,32,34,36","Rs
1795",1615,10% off,Westernwear-Women
262,kraus,wide fit ankle length cotton womens jeans - blue,"Size:28,30,32,34,36","Rs
1695",1525,10% off,Westernwear-Women
263,allen solly,solid polyester regular fit womens trousers - black,"Size:26,28,30,32,34,36","Rs
1999",1599,20% off,Westernwear-Women
264,zink london,tie and dye polyester square neck womens dress - pink,"Size:X-Large,XX-Large","Rs
2499",1499,40% off,Westernwear-Women
265,latin quarters,solid polyester womens casual wear jacket - gold,"Size:S,M","Rs
2999",1499,50% off,Westernwear-Women
266,kraus,heavy wash cotton slim fit womens jeans - light blue,"Size:28,30,32,34,36","Rs
1895",1705,10% off,Westernwear-Women
267,van heusen,solid polyester round neck womens dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3499",1499,57% off,Westernwear-Women
268,zink london,floral polyester round neck womens straight top - pink,"Size:Large,Medium,Small,X-Large","Rs
1499",899,40% off,Westernwear-Women
269,and,solid round neck polyester womens straight top - black,"Size:8,10,12,14","Rs
2699",2159,20% off,Westernwear-Women
270,and,floral square neck polyester womens flared gown - sage,"Size:8,10,12,14,16","Rs
3499",2799,20% off,Westernwear-Women
271,zink london,solid sweetheart neck viscose blend womens a-line dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2499",1499,40% off,Westernwear-Women
272,life,printed cotton lycra round neck womens t-shirt - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
699",349,50% off,Westernwear-Women
273,and,solid polyester v neck womens regular top - wine,"Size:8,10,12,14,16,18","Rs
1899",1519,20% off,Westernwear-Women
274,fratini,printed polyester v-neck womens a-line dress - grey,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,2299,Nan,Westernwear-Women
275,life,embroidered viscose blend round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
276,stop,printed regular neck cotton womens formal shirt - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",399,50% off,Westernwear-Women
277,fratini,printed collar polyester womens regular top - off white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
278,life,printed band collar polyester womens woven top - lilac,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
279,only,solid polyester viscose round neck womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",779,40% off,Westernwear-Women
280,zink london,solid cotton square neck womens dress - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2599",1559,40% off,Westernwear-Women
281,zink london,floral polyester round neck womens dress - off white,"Size:Large,Medium,Small,X-Large","Rs
2999",1799,40% off,Westernwear-Women
282,zink london,printed cotton round neck womens t-shirt - black,"Size:Large,Small","Rs
1299",399,69% off,Westernwear-Women
283,fratini,printed polyester round neck womens a-line dress - off white,"Size:Error Size,Large,Medium,Small,X-Large,XX-Large","Rs
1999",999,50% off,Westernwear-Women
284,rare,floral polyester off shoulder womens regular top - black,"Size:Large,Medium,Small","Rs
999",499,50% off,Westernwear-Women
285,kraus,skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,36,38","Rs
1695",847,50% off,Westernwear-Women
286,pepe,checks viscose blend round neck womens casual shirt - lime green,"Size:Large,Medium,Small,X-Large","Rs
1599",959,40% off,Westernwear-Women
287,kraus,clean look cotton wide fit womens jeans - blue,"Size:28,30,32,34,36","Rs
1595",1435,10% off,Westernwear-Women
288,zink london,solid cotton round neck womens dress - lavender,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3199",1919,40% off,Westernwear-Women
289,zink london,womens regular fit solid round neck t-shirt - purple,"Size:Large,Small,X-Large","Rs
1199",399,67% off,Westernwear-Women
290,and,floral linen round neck womens straight dress - pink mix,"Size:8,10,12,14,16","Rs
3899",3119,20% off,Westernwear-Women
291,stop,solid viscose regular neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
999",499,50% off,Westernwear-Women
292,madame,stripes polyester v neck womens top - blush,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1799",1259,30% off,Westernwear-Women
293,and,solid polyester v neck womens regular dress - peach,"Size:8,10,12,14,16,18","Rs
2299",1149,50% off,Westernwear-Women
294,zink london,solid polyester v neck womens dress - pink,"Size:Large,Medium,X-Large,XX-Large","Rs
2999",1799,40% off,Westernwear-Women
295,faballey,polka dots sweetheart neck georgette womens mini dress - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1950",1560,20% off,Westernwear-Women
296,and,solid round neck polyester womens straight top - yellow,"Size:8,10,12,14,16,18","Rs
1699",1359,20% off,Westernwear-Women
297,rare,stripes polyester boat neck womens regular top - maroon,"Size:Large,Medium,Small,X-Large","Rs
1299",584,55% off,Westernwear-Women
298,and,solid collar neck linen womens straight dresses - wine,"Size:8,10,12,14,16,18","Rs
3299",2639,20% off,Westernwear-Women
299,van heusen,printed polyester round neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",999,33% off,Westernwear-Women
300,life,solid viscose blend wide neck womens t-shirt - powder blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
301,zink london,textured cotton off shoulder womens dress - baby pink,"Size:Large,Medium,Small,XX-Large","Rs
3499",2099,40% off,Westernwear-Women
302,life,solid viscose wide neck womens a-line dress - orange,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1499",749,50% off,Westernwear-Women
303,altlife,printed polyester blend regular neck womens t-shirt - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
599",299,50% off,Westernwear-Women
304,fratini,printed viscose wide neck womens regular top - light blue,"Size:Large,Medium,Small,X-Large","Rs
1199",599,50% off,Westernwear-Women
305,life,printed collar neck polyester womens regular top - orange,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
306,rare,solid crepe v neck womens blouson top - navy,"Size:Large,Medium,Small","Rs
1299",584,55% off,Westernwear-Women
307,zink london,solid polyester blend regular fit womens pants - grey,Size:X-Large,"Rs
1899",1139,40% off,Westernwear-Women
308,latin quarters,printed polyester v-neck womens regular blouse - ivory,"Size:S,M,L,XL,XX-Large",Nan,1599,50% off,Westernwear-Women
309,life,regular fit regular length denim womens jeans - ice,"Size:26,28,30,32,34,36,Medium","Rs
1699",849,50% off,Westernwear-Women
310,altlife,solid cotton full length womens joggers - black,"Size:28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
311,rare,solid polyester round neck womens a-line dress - red,"Size:Large,Medium,Small,X-Large","Rs
1499",674,55% off,Westernwear-Women
312,indya,shraddha kapoor for indya embellished hot wrap crop top - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1300",1040,20% off,Westernwear-Women
313,fratini,printed polyester v-neck womens a-line dress - lilac,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1899",949,50% off,Westernwear-Women
314,life,printed viscose wide neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1199",599,50% off,Westernwear-Women
315,zink london,printed polyester v neck womens top - multi,"Size:Large,Medium,Small,X-Large","Rs
1499",899,40% off,Westernwear-Women
316,rare,printed rayon round neck womens flared dress - maroon,Size:Medium,"Rs
2399",1079,55% off,Westernwear-Women
317,latin quarters,dyed round neck polyester womens regular knit top - pink,"Size:S,M,L,XL,X-Small","Rs
1599",799,50% off,Westernwear-Women
318,fratini,solid viscose blend round neck womens t-shirt - lilac,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
699",349,50% off,Westernwear-Women
319,life,skinny fit regular length cotton lycra womens jeans - indigo,"Size:26,28,30,32,34,36","Rs
1299",649,50% off,Westernwear-Women
320,zink london,checks rayon womens shift dress - green,"Size:Large,Medium,X-Large","Rs
2199",879,60% off,Westernwear-Women
321,and,floral polyester round neck womens straight top - sage,"Size:8,10,12,14,16,18","Rs
2099",1679,20% off,Westernwear-Women
322,altlife,patch work cotton regular neck womens top and shorts - lilac,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
323,life,viscose blend collar neck womens regular top - off white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
324,juniper,printed short sleeves rayon womens full length jumpsuit - mustard,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",1799,40% off,Westernwear-Women
325,kraus,light wash cotton skinny fit womens jeans - dark blue,"Size:28,30,32,34","Rs
1895",947,50% off,Westernwear-Women
